Category,QuestionNumber,ExamRecord,Question,A,B,C,D,E,Answer,Explanation
基礎疼痛機制,14,105年第36題,A rise in post-synaptic Ca2+ concentration is an essential central step for virtually all forms of LTP. The rise of post-synaptic Ca2+ concentration is not attributed to:,NMDA receptors,T-type VGCCs (voltage-gated calcium channel),Ca2+-permeable AMPA receptors,P2X4R,release of Ca2+ from intracellular Ca2+ stores,D,**錯誤** - P2X4R主要在小膠質細胞表達，不是突觸後Ca2+上升的主要機制，與LTP的形成無直接關聯。
基礎疼痛機制,15,105年第37題,When Rexed's laminae was applied divide the spinal cord to different laminae. Which of the following description was wrong?,Lamina II is also known as the substantia gelatinosa,most A-δ fiber will transmit the noxious sensation to lamina I and V,most C fiber will transmit the noxious sensation to lamina I and II,A-δ fiber and C fiber will transmit innocuous sensation to different laminae from noxious sensation,all of the above are correct description,E,**正確** - 前面所有描述都是正確的，反映了Rexed's laminae在疼痛傳導中的重要性。
基礎疼痛機制,16,105年第47題,Which one of the following statement is most appropriate?,Glutamate can act on AMPA and NMDA receptors.,Minocycline can inhibit astrocyte activation.,Glial activation has nothing to do with nerve injury-induced neuropathic pain.,Astrocyte is not a glial cell.,,A,Glutamate是中樞神經系統最重要的興奮性神經傳導物質，在疼痛傳導中扮演關鍵角色。它可以作用於離子型受體AMPA和NMDA受體，AMPA受體負責快速興奮性傳導，而NMDA受體參與長期增強現象和中樞敏感化。這些受體在脊髓背角的疼痛信號處理和神經可塑性中具有重要功能。此機制是理解慢性疼痛和神經病理性疼痛發生機轉的基礎。
基礎疼痛機制,17,"106年第1次第27題, 107年第1次第15題, 107年第3次第15題, 109年第1次第2題, 109年第2次第2題, 111年第6題, 112年第27題, 113年第17題","Which of the following description about autonomic, endocrine and immune interactions in pain is correct?",Signaling from the immune system to the CNS via vagal afferents and possibly small-diameter afferents innervating somatic tissues to induce sickness behavior,Modulation of the immune system and the inflammatory response by CNS circuits that control the production and release of neuroendocrine hormonal mediators in the sympathoadrenal stress axis,Coupling of the sensory nociceptive and sympathetic efferent components of the peripheral nervous system in the setting of inflammation and nerve injury to produce sympathetically maintained pain,All of above,,D,疼痛涉及複雜的自律神經、內分泌和免疫系統間的交互作用。選項A描述了免疫系統透過迷走神經和小徑纖維向中樞神經系統傳遞訊號，引發疾病行為。選項B說明中樞神經系統透過交感腎上腺軸調節免疫反應。選項C描述了在發炎和神經損傷時，感覺性傷害接受器與交感神經系統的耦合產生交感神經維持性疼痛。這三個機制都是疼痛病理生理學中確實存在的重要交互作用。
基礎疼痛機制,18,"106年第1次第42題, 107年第1次第26題, 107年第3次第26題, 109年第1次第8題, 109年第2次第8題, 110年第17題",Which of the following description about spinal cord plasticity and pain is incorrect?,Some spinal nociceptive neurons receive convergent input from high- and low- threshold sensory fibers thus called wide–dynamic range neurons,Glutamate is the major fast excitatory neurotransmitter in all nociceptive afferent nerve fibers. Glutamate can bind to three types of ionotropic glutamate receptors and to G protein–coupled metabotropic glutamate receptors to modify neuroexcitability.,"Hyperalgesia and allodynia can even be induced in humans in the absence of any sensory stimulus, such as during prolonged application of opioids or on abrupt withdrawal of opioids.","Spinal nociception is under powerful control from descending inhibitory and facilitatory pathways. Under normal conditions, descending facilitation appears to prevail over inhibitory pathway.",,D,在正常情況下，下行抑制途徑通常佔主導地位，而非下行促進途徑。下行抑制系統包括來自腦幹的血清素和正腎上腺素途徑，在生理狀態下維持疼痛的適當調節。當這個平衡被打破，下行促進作用增強時，才會導致慢性疼痛的發展。因此選項D的描述是錯誤的，正確的是在正常條件下下行抑制途徑佔優勢。
基礎疼痛機制,19,"107年第1次第36題, 107年第3次第36題","Regarding the peripheral mechanisms of cutaneous nociception, which of the following statement is least likely:","Following a cutaneous injury, primary hyperalgesia develops at the site of injury, which is called sensitization. This sensitization is due to the local release of inflammatory mediators such as interleukins (IL-10) and prostaglandin E1.","Secondary hyperalgesia was induced in the surrounding uninjured skin, which is due to sensitization of neurons in the central nervous system.","When nerves are severed, spontaneous activity and ectopic mechanical, thermal, and chemical sensitivity develop in the injured nociceptors.","The properties of nearby, uninjured nociceptors are also changed.","In both injured and uninjured nociceptors, responsiveness to adrenergic agents can develop, which may account for involvement of the sympathetic nervous system in certain forms of neuropathic pain.",A,**錯誤** - IL-10是抗發炎介質，PGE1也不是主要的致敏介質，primary hyperalgesia主要由促炎介質如PGE2引起。
基礎疼痛機制,20,107年第1次第37題,"Regarding the molecular biology of sensory transduction, which of the following statement is least likely:","Chemotransducers are metabotropic receptors, which is the slowest form of chemical transduction.","Thermotransducers include TRPA1–TRPV2, TRPV3 and TRPV4, TRPA1, TRPM3, TRPM8, TRPC5, K2P, which can respond to a wide range of temperatures.",The underlying mechanisms of mechanotransducers vary as a function of stimulus (stretch versus pressure) and the tissue stimulated.,Piezo1 and 2 channels are also refered to mechanotransducers.,"Polymodalities existed across these transducers (many transducers are activated by several stimulus, e.g., thermo- and mechanotransducers also have chemosensitities).",A,**錯誤** - 化學感受器不僅包括代謝型受體，也包括離子型受體，後者能快速響應化學刺激。
基礎疼痛機制,21,107年第1次第38題,"Regarding the biological effects of exogenous nerve growth factor (NGF) on pain-signaling systems in normal animals in animals with nerve injury, which of the following statement is most likely occurred in DRG:","Decreases in substance P, increases in CGRP and trkA.","Decreases in substance P, brain-derived neurotrophic factor (BDNF).","Decreases in substance P, increase in BDNF","Decreases in substance P, CGRP and trkA.","Decreases in substance P, TRPV1, sodium channels.",D,**正確** - 神經損傷後substance P、CGRP和trkA都會減少，這是神經系統對損傷的常見反應。
基礎疼痛機制,22,107年第1次第39題,"Regarding the neuron–glial interactions within the spinal cord after peripheral nerve injury (PNI), which of the following statement is least likely:",Up-regulated P2X4R expression is induced in microglia within the spinal cord by PNI.,"In this P2X4R+ state, microglia release BDNF, which inhibits neurons in the spinal nociceptive processing network.",Minocycline and propentofylline is glial-specific inhibitors.,"MAPKs, p38, is the intracellular mediator of P2X4R–BDNF signaling in microglia-mediated post–nerve injury pain states.",BDNF from microglia is a critical signaling molecule mediating the central pathophysiological effects of PNI.,B,**錯誤** - BDNF會去抑制神經元，而不是抑制神經元，這是因為BDNF改變了神經元的抑制性傳入。
基礎疼痛機制,23,"107年第1次第40題, 107年第3次第40題","Regarding Central Nervous System Mechanisms of Pain Modulation, which of the following statement is least likely:",Pain-modulating systems involve a network with major relays in the midbrain periaqueductal gray and rostral ventrolateral medulla.,This network exerts bidirectional control over dorsal horn nociceptive transmission by means of separate anti- and pro-nociceptive output from the RVM.,The PAG–RVM system is the central substrate for the actions of opioid and non-opioid analgesic drugs.,The PAG–RVM system receives direct and indirect input from nociceptive transmission pathways to modulate nociception.,"It strongly links with the hypothalamus and limbic forebrain , through which cognitive and emotional factors can regulate pain processing.",A,**錯誤**（第1次）- 應該是rostral ventromedial medulla，不是ventrolateral，這是疼痛調節系統的關鍵區域。
基礎疼痛機制,24,107年第3次第37題,Which of the following description about the central mechanisms of cutaneous nociception is least likely:,The central terminals of nociceptive primary afferents are located in the superficial laminae of the dorsal horn.,The central terminals of low-threshold mechanoreceptors are located in the deep laminae of the dorsal horn.,The central terminals of nociceptive primary afferents release glutamate and neuropeptides such as substance P and CGRP.,The central terminals of nociceptive primary afferents synapse with second-order neurons that project to the thalamus and other brain regions.,The central terminals of nociceptive primary afferents are subject to presynaptic inhibition by GABAergic and glycinergic interneurons.,B,**錯誤** - 低閾值機械感受器主要終止於中間層（laminae III-V），不是最深層，這是因為這些層次負責處理不同類型的感覺輸入。
基礎疼痛機制,25,"108年第1次第9題, 108年第2次第9題, 111年第2題",Which one of the following is not transmitter present in primary afferents and spinal dorsal projection neurons?,Glutamate,GABA,Substance P,Glycine,NMDA,E,**錯誤** - NMDA是受體，不是神經傳導物質，它在痛覺信號的調節中起重要作用。
